Object,Filter,MJD,Flux,Error,Tel,Obs
MR_2251-178,B,59433.346251, 2.962, 0.009,1m009,lsc
MR_2251-178,B,59435.275967, 2.997, 0.009,1m009,lsc
MR_2251-178,B,59435.275967, 2.998, 0.009,1m009,lsc
MR_2251-178,B,59435.309789, 2.819, 0.012,1m004,lsc
MR_2251-178,B,59435.309789, 2.810, 0.012,1m004,lsc
MR_2251-178,B,59435.310794, 2.823, 0.012,1m004,lsc
MR_2251-178,B,59435.310794, 2.824, 0.012,1m004,lsc
MR_2251-178,B,59436.275011, 3.064, 0.009,1m005,lsc
MR_2251-178,B,59436.275011, 3.064, 0.009,1m005,lsc
MR_2251-178,B,59436.276023, 3.059, 0.008,1m005,lsc
MR_2251-178,B,59436.276023, 3.062, 0.008,1m005,lsc
MR_2251-178,B,59437.353209, 3.045, 0.009,1m005,lsc
MR_2251-178,B,59437.353209, 3.046, 0.009,1m005,lsc
MR_2251-178,B,59437.354218, 3.060, 0.009,1m005,lsc
MR_2251-178,B,59437.354218, 3.059, 0.009,1m005,lsc
MR_2251-178,B,59439.470846, 2.956, 0.047,1m003,coj
MR_2251-178,B,59439.470846, 2.954, 0.047,1m003,coj
MR_2251-178,B,59439.471855, 2.856, 0.033,1m003,coj
MR_2251-178,B,59439.471855, 2.860, 0.033,1m003,coj
MR_2251-178,B,59440.146818, 2.977, 0.010,1m009,lsc
MR_2251-178,B,59440.146818, 2.974, 0.010,1m009,lsc
MR_2251-178,B,59440.147815, 2.965, 0.010,1m009,lsc
MR_2251-178,B,59440.147815, 2.968, 0.010,1m009,lsc
MR_2251-178,B,59442.457960, 2.806, 0.017,1m011,coj
MR_2251-178,B,59442.457960, 2.809, 0.017,1m011,coj
MR_2251-178,B,59442.458981, 2.806, 0.016,1m011,coj
MR_2251-178,B,59442.458981, 2.806, 0.016,1m011,coj
MR_2251-178,B,59442.812928, 2.941, 0.038,1m010,cpt
MR_2251-178,B,59442.812928, 2.941, 0.038,1m010,cpt
MR_2251-178,B,59442.813925, 3.030, 0.043,1m010,cpt
MR_2251-178,B,59442.813925, 3.027, 0.043,1m010,cpt
MR_2251-178,B,59444.069815, 2.718, 0.020,1m004,lsc
MR_2251-178,B,59444.069815, 2.719, 0.020,1m004,lsc
MR_2251-178,B,59444.070812, 2.746, 0.020,1m004,lsc
MR_2251-178,B,59444.070812, 2.753, 0.020,1m004,lsc
MR_2251-178,B,59445.449786, 2.727, 0.025,1m011,coj
MR_2251-178,B,59445.449786, 2.728, 0.025,1m011,coj
MR_2251-178,B,59445.450794, 2.743, 0.024,1m011,coj
MR_2251-178,B,59445.450794, 2.742, 0.024,1m011,coj
MR_2251-178,B,59447.173749, 2.869, 0.023,1m009,lsc
MR_2251-178,B,59447.173749, 2.866, 0.023,1m009,lsc
MR_2251-178,B,59447.174746, 2.853, 0.022,1m009,lsc
MR_2251-178,B,59447.174746, 2.857, 0.022,1m009,lsc
MR_2251-178,B,59451.601330, 2.787, 0.020,1m011,coj
MR_2251-178,B,59451.601330, 2.786, 0.020,1m011,coj
MR_2251-178,B,59451.602328, 2.806, 0.019,1m011,coj
MR_2251-178,B,59451.602328, 2.801, 0.019,1m011,coj
MR_2251-178,B,59452.224754, 2.956, 0.012,1m005,lsc
MR_2251-178,B,59452.224754, 2.959, 0.012,1m005,lsc
MR_2251-178,B,59452.225764, 2.946, 0.012,1m005,lsc
MR_2251-178,B,59452.225764, 2.946, 0.012,1m005,lsc
MR_2251-178,B,59453.350625, 2.956, 0.012,1m005,lsc
MR_2251-178,B,59453.350625, 2.951, 0.012,1m005,lsc
MR_2251-178,B,59453.351634, 2.953, 0.012,1m005,lsc
MR_2251-178,B,59453.351634, 2.958, 0.012,1m005,lsc
MR_2251-178,B,59454.348049, 2.886, 0.012,1m009,lsc
MR_2251-178,B,59454.348049, 2.884, 0.012,1m009,lsc
MR_2251-178,B,59454.349046, 2.874, 0.012,1m009,lsc
MR_2251-178,B,59454.349046, 2.874, 0.012,1m009,lsc
MR_2251-178,B,59455.372424, 2.910, 0.010,1m005,lsc
MR_2251-178,B,59455.372424, 2.913, 0.011,1m005,lsc
MR_2251-178,B,59455.373445, 2.891, 0.011,1m005,lsc
MR_2251-178,B,59455.373445, 2.894, 0.011,1m005,lsc
MR_2251-178,B,59456.273907, 2.921, 0.010,1m009,lsc
MR_2251-178,B,59456.273907, 2.914, 0.010,1m009,lsc
MR_2251-178,B,59456.274917, 2.891, 0.010,1m009,lsc
MR_2251-178,B,59456.274917, 2.886, 0.010,1m009,lsc
MR_2251-178,B,59457.753945, 2.709, 0.013,1m003,coj
MR_2251-178,B,59457.753945, 2.714, 0.013,1m003,coj
MR_2251-178,B,59457.754953, 2.738, 0.013,1m003,coj
MR_2251-178,B,59457.754953, 2.737, 0.013,1m003,coj
MR_2251-178,B,59458.638683, 2.785, 0.011,1m003,coj
MR_2251-178,B,59458.638683, 2.784, 0.011,1m003,coj
MR_2251-178,B,59458.639691, 2.782, 0.011,1m003,coj
MR_2251-178,B,59458.639691, 2.774, 0.011,1m003,coj
MR_2251-178,B,59459.751664, 2.706, 0.014,1m011,coj
MR_2251-178,B,59459.751664, 2.706, 0.014,1m011,coj
MR_2251-178,B,59459.752672, 2.687, 0.014,1m011,coj
MR_2251-178,B,59459.752672, 2.694, 0.014,1m011,coj
MR_2251-178,B,59459.973497, 2.887, 0.013,1m013,cpt
MR_2251-178,B,59459.973497, 2.890, 0.013,1m013,cpt
MR_2251-178,B,59459.974507, 2.892, 0.013,1m013,cpt
MR_2251-178,B,59459.974507, 2.891, 0.013,1m013,cpt
MR_2251-178,B,59461.018358, 2.822, 0.011,1m009,lsc
MR_2251-178,B,59461.018358, 2.819, 0.011,1m009,lsc
MR_2251-178,B,59461.019356, 2.826, 0.011,1m009,lsc
MR_2251-178,B,59461.019356, 2.825, 0.011,1m009,lsc
MR_2251-178,B,59462.017438, 2.909, 0.014,1m013,cpt
MR_2251-178,B,59462.017438, 2.904, 0.014,1m013,cpt
MR_2251-178,B,59462.018446, 2.903, 0.014,1m013,cpt
MR_2251-178,B,59462.018446, 2.902, 0.014,1m013,cpt
MR_2251-178,B,59462.688402, 2.762, 0.012,1m011,coj
MR_2251-178,B,59462.688402, 2.764, 0.012,1m011,coj
MR_2251-178,B,59462.689422, 2.759, 0.012,1m011,coj
MR_2251-178,B,59462.689422, 2.761, 0.012,1m011,coj
MR_2251-178,B,59463.099557, 2.959, 0.014,1m009,lsc
MR_2251-178,B,59463.099557, 2.964, 0.014,1m009,lsc
MR_2251-178,B,59463.100565, 3.743, 0.013,1m009,lsc
MR_2251-178,B,59463.100565, 3.702, 0.012,1m009,lsc
MR_2251-178,B,59464.125777, 2.896, 0.014,1m001,tfn
MR_2251-178,B,59464.125777, 2.900, 0.014,1m001,tfn
MR_2251-178,B,59464.126786, 2.888, 0.014,1m001,tfn
MR_2251-178,B,59464.126786, 2.890, 0.014,1m001,tfn
MR_2251-178,B,59465.138152, 2.726, 0.014,1m004,lsc
MR_2251-178,B,59465.138152, 2.725, 0.014,1m004,lsc
MR_2251-178,B,59465.139149, 2.734, 0.015,1m004,lsc
MR_2251-178,B,59465.139149, 2.733, 0.015,1m004,lsc
MR_2251-178,B,59465.979747, 3.070, 0.019,1m010,cpt
MR_2251-178,B,59465.979747, 3.068, 0.019,1m010,cpt
MR_2251-178,B,59465.980767, 3.042, 0.016,1m010,cpt
MR_2251-178,B,59465.980767, 3.046, 0.016,1m010,cpt
MR_2251-178,B,59467.264237, 2.954, 0.009,1m009,lsc
MR_2251-178,B,59467.264237, 2.955, 0.009,1m009,lsc
MR_2251-178,B,59467.265234, 2.955, 0.009,1m009,lsc
MR_2251-178,B,59467.265234, 2.953, 0.009,1m009,lsc
MR_2251-178,B,59468.283268, 2.872, 0.017,1m004,lsc
MR_2251-178,B,59468.283268, 2.872, 0.017,1m004,lsc
MR_2251-178,B,59468.284265, 2.816, 0.017,1m004,lsc
MR_2251-178,B,59468.284265, 2.818, 0.017,1m004,lsc
MR_2251-178,B,59469.115308, 2.936, 0.013,1m001,tfn
MR_2251-178,B,59469.115308, 2.935, 0.013,1m001,tfn
MR_2251-178,B,59469.116317, 2.924, 0.013,1m001,tfn
MR_2251-178,B,59469.116317, 2.928, 0.013,1m001,tfn
MR_2251-178,B,59470.389659, 2.852, 0.014,1m011,coj
MR_2251-178,B,59470.389659, 2.853, 0.014,1m011,coj
MR_2251-178,B,59470.390669, 2.812, 0.014,1m011,coj
MR_2251-178,B,59470.390669, 2.814, 0.014,1m011,coj
MR_2251-178,B,59471.378719, 2.835, 0.016,1m011,coj
MR_2251-178,B,59471.378719, 2.830, 0.016,1m011,coj
MR_2251-178,B,59471.379739, 2.870, 0.016,1m011,coj
MR_2251-178,B,59471.379739, 2.870, 0.016,1m011,coj
MR_2251-178,B,59472.042058, 3.068, 0.012,1m005,lsc
MR_2251-178,B,59472.042058, 3.068, 0.012,1m005,lsc
MR_2251-178,B,59472.043054, 3.066, 0.011,1m005,lsc
MR_2251-178,B,59472.043054, 3.059, 0.011,1m005,lsc
MR_2251-178,B,59472.594324, 2.959, 0.011,1m003,coj
MR_2251-178,B,59472.594324, 2.954, 0.011,1m003,coj
MR_2251-178,B,59472.595333, 2.956, 0.011,1m003,coj
MR_2251-178,B,59472.595333, 2.954, 0.011,1m003,coj
MR_2251-178,B,59474.265485, 2.987, 0.022,1m006,elp
MR_2251-178,B,59474.265485, 2.990, 0.022,1m006,elp
MR_2251-178,B,59474.266505, 3.014, 0.023,1m006,elp
MR_2251-178,B,59474.266505, 3.012, 0.023,1m006,elp
MR_2251-178,B,59475.011070, 3.027, 0.019,1m001,tfn
MR_2251-178,B,59475.011070, 3.023, 0.019,1m001,tfn
MR_2251-178,B,59475.012079, 3.015, 0.019,1m001,tfn
MR_2251-178,B,59475.012079, 3.016, 0.019,1m001,tfn
MR_2251-178,B,59477.967375, 3.112, 0.047,1m010,cpt
MR_2251-178,B,59477.967375, 3.128, 0.048,1m010,cpt
MR_2251-178,B,59477.968371, 2.432, 0.047,1m010,cpt
MR_2251-178,B,59477.968371, 2.420, 0.047,1m010,cpt
MR_2251-178,B,59479.609636, 2.953, 0.017,1m011,coj
MR_2251-178,B,59479.609636, 2.950, 0.017,1m011,coj
MR_2251-178,B,59479.610633, 2.980, 0.017,1m011,coj
MR_2251-178,B,59479.610633, 2.986, 0.017,1m011,coj
MR_2251-178,B,59480.164037, 3.147, 0.013,1m005,lsc
MR_2251-178,B,59480.164037, 3.146, 0.013,1m005,lsc
MR_2251-178,B,59480.165045, 3.109, 0.013,1m005,lsc
MR_2251-178,B,59480.165045, 3.113, 0.013,1m005,lsc
MR_2251-178,B,59481.170252, 3.062, 0.012,1m009,lsc
MR_2251-178,B,59481.170252, 3.061, 0.012,1m009,lsc
MR_2251-178,B,59481.171249, 3.076, 0.012,1m009,lsc
MR_2251-178,B,59481.171249, 3.077, 0.012,1m009,lsc
MR_2251-178,B,59482.639270, 2.918, 0.024,1m011,coj
MR_2251-178,B,59482.639270, 2.916, 0.024,1m011,coj
MR_2251-178,B,59482.640280, 2.854, 0.049,1m011,coj
MR_2251-178,B,59482.640280, 2.852, 0.049,1m011,coj
MR_2251-178,B,59484.202153, 3.133, 0.010,1m009,lsc
MR_2251-178,B,59484.202153, 3.131, 0.010,1m009,lsc
MR_2251-178,B,59484.203162, 3.105, 0.010,1m009,lsc
MR_2251-178,B,59484.203162, 3.106, 0.010,1m009,lsc
MR_2251-178,B,59485.253693, 3.011, 0.017,1m008,elp
MR_2251-178,B,59485.253693, 3.014, 0.017,1m008,elp
MR_2251-178,B,59485.254713, 3.038, 0.018,1m008,elp
MR_2251-178,B,59485.254713, 3.037, 0.018,1m008,elp
MR_2251-178,B,59487.066744, 3.095, 0.011,1m001,tfn
MR_2251-178,B,59487.066744, 3.094, 0.011,1m001,tfn
MR_2251-178,B,59487.067741, 3.099, 0.011,1m001,tfn
MR_2251-178,B,59487.067741, 3.110, 0.011,1m001,tfn
MR_2251-178,B,59488.261127, 3.192, 0.009,1m005,lsc
MR_2251-178,B,59488.261127, 3.188, 0.009,1m005,lsc
MR_2251-178,B,59488.262136, 3.211, 0.009,1m005,lsc
MR_2251-178,B,59488.262136, 3.205, 0.009,1m005,lsc
MR_2251-178,B,59489.121504, 3.178, 0.010,1m009,lsc
MR_2251-178,B,59489.121504, 3.177, 0.010,1m009,lsc
MR_2251-178,B,59489.122501, 3.197, 0.010,1m009,lsc
MR_2251-178,B,59489.122501, 3.203, 0.010,1m009,lsc
MR_2251-178,B,59490.130701, 3.074, 0.014,1m008,elp
MR_2251-178,B,59490.130701, 3.078, 0.015,1m008,elp
MR_2251-178,B,59490.131709, 3.096, 0.015,1m008,elp
MR_2251-178,B,59490.131709, 3.095, 0.015,1m008,elp
MR_2251-178,B,59490.552015, 3.109, 0.010,1m011,coj
MR_2251-178,B,59490.552015, 3.110, 0.010,1m011,coj
MR_2251-178,B,59490.553012, 3.137, 0.011,1m011,coj
MR_2251-178,B,59490.553012, 3.137, 0.011,1m011,coj
MR_2251-178,B,59491.642725, 3.127, 0.011,1m003,coj
MR_2251-178,B,59491.642725, 3.121, 0.011,1m003,coj
MR_2251-178,B,59491.643733, 3.113, 0.012,1m003,coj
MR_2251-178,B,59491.643733, 3.113, 0.012,1m003,coj
MR_2251-178,B,59492.844473, 3.209, 0.014,1m013,cpt
MR_2251-178,B,59492.844473, 3.211, 0.014,1m013,cpt
MR_2251-178,B,59492.845481, 3.225, 0.014,1m013,cpt
MR_2251-178,B,59492.845481, 3.223, 0.014,1m013,cpt
MR_2251-178,B,59493.845778, 3.356, 0.013,1m010,cpt
MR_2251-178,B,59493.845778, 3.359, 0.013,1m010,cpt
MR_2251-178,B,59493.846787, 3.360, 0.013,1m010,cpt
MR_2251-178,B,59493.846787, 3.364, 0.013,1m010,cpt
MR_2251-178,B,59494.950221, 3.270, 0.014,1m012,cpt
MR_2251-178,B,59494.950221, 3.276, 0.014,1m012,cpt
MR_2251-178,B,59494.951230, 3.244, 0.014,1m012,cpt
MR_2251-178,B,59494.951230, 3.252, 0.014,1m012,cpt
MR_2251-178,B,59494.975161, 3.393, 0.013,1m010,cpt
MR_2251-178,B,59494.975161, 3.396, 0.013,1m010,cpt
MR_2251-178,B,59494.976158, 3.386, 0.013,1m010,cpt
MR_2251-178,B,59494.976158, 3.386, 0.013,1m010,cpt
MR_2251-178,B,59495.998869, 3.329, 0.016,1m013,cpt
MR_2251-178,B,59495.998869, 3.328, 0.016,1m013,cpt
MR_2251-178,B,59495.999877, 3.311, 0.017,1m013,cpt
MR_2251-178,B,59495.999877, 3.305, 0.016,1m013,cpt
MR_2251-178,B,59496.205512, 3.309, 0.011,1m009,lsc
MR_2251-178,B,59496.205512, 3.310, 0.011,1m009,lsc
MR_2251-178,B,59496.206521, 3.322, 0.011,1m009,lsc
MR_2251-178,B,59496.206521, 3.323, 0.011,1m009,lsc
MR_2251-178,B,59496.953317, 3.356, 0.010,1m001,tfn
MR_2251-178,B,59496.953317, 3.354, 0.010,1m001,tfn
MR_2251-178,B,59496.954326, 3.355, 0.010,1m001,tfn
MR_2251-178,B,59496.954326, 3.352, 0.010,1m001,tfn
MR_2251-178,B,59498.082135, 3.410, 0.010,1m009,lsc
MR_2251-178,B,59498.082135, 3.419, 0.010,1m009,lsc
MR_2251-178,B,59498.083144, 3.409, 0.010,1m009,lsc
MR_2251-178,B,59498.083144, 3.410, 0.010,1m009,lsc
MR_2251-178,B,59499.088320, 3.433, 0.018,1m005,lsc
MR_2251-178,B,59499.088320, 3.427, 0.018,1m005,lsc
MR_2251-178,B,59499.089328, 3.425, 0.014,1m005,lsc
MR_2251-178,B,59499.089328, 3.425, 0.014,1m005,lsc
MR_2251-178,B,59499.162454, 3.392, 0.013,1m009,lsc
MR_2251-178,B,59499.162454, 3.394, 0.013,1m009,lsc
MR_2251-178,B,59499.163454, 3.384, 0.011,1m009,lsc
MR_2251-178,B,59499.163454, 3.380, 0.011,1m009,lsc
MR_2251-178,B,59500.827008, 3.369, 0.016,1m013,tfn
MR_2251-178,B,59500.827008, 3.371, 0.016,1m013,tfn
MR_2251-178,B,59500.828017, 3.352, 0.016,1m013,tfn
MR_2251-178,B,59500.828017, 3.346, 0.016,1m013,tfn
MR_2251-178,B,59502.102629, 3.175, 0.022,1m008,elp
MR_2251-178,B,59502.102629, 3.175, 0.022,1m008,elp
MR_2251-178,B,59502.103638, 3.202, 0.022,1m008,elp
MR_2251-178,B,59502.103638, 3.208, 0.022,1m008,elp
MR_2251-178,B,59505.392559, 3.317, 0.028,1m011,coj
MR_2251-178,B,59505.392559, 3.316, 0.028,1m011,coj
MR_2251-178,B,59505.393568, 3.269, 0.025,1m011,coj
MR_2251-178,B,59505.393568, 3.269, 0.025,1m011,coj
MR_2251-178,B,59505.508143, 3.386, 0.019,1m011,coj
MR_2251-178,B,59505.508143, 3.384, 0.019,1m011,coj
MR_2251-178,B,59505.509164, 3.350, 0.018,1m011,coj
MR_2251-178,B,59505.509164, 3.348, 0.018,1m011,coj
MR_2251-178,B,59506.881553, 3.626, 0.024,1m010,cpt
MR_2251-178,B,59506.881553, 3.628, 0.024,1m010,cpt
MR_2251-178,B,59506.882561, 3.529, 0.025,1m010,cpt
MR_2251-178,B,59506.882561, 3.522, 0.025,1m010,cpt
MR_2251-178,B,59508.516348, 3.332, 0.017,1m011,coj
MR_2251-178,B,59508.516348, 3.333, 0.017,1m011,coj
MR_2251-178,B,59508.517368, 3.331, 0.017,1m011,coj
MR_2251-178,B,59508.517368, 3.335, 0.017,1m011,coj
MR_2251-178,B,59509.559733, 3.297, 0.017,1m011,coj
MR_2251-178,B,59509.559733, 3.297, 0.017,1m011,coj
MR_2251-178,B,59509.560731, 3.327, 0.017,1m011,coj
MR_2251-178,B,59509.560731, 3.334, 0.017,1m011,coj
MR_2251-178,B,59510.581441, 3.258, 0.028,1m011,coj
MR_2251-178,B,59510.581441, 3.255, 0.027,1m011,coj
MR_2251-178,B,59510.582496, 3.244, 0.036,1m011,coj
MR_2251-178,B,59510.582496, 3.243, 0.036,1m011,coj
MR_2251-178,B,59511.486916, 3.256, 0.010,1m003,coj
MR_2251-178,B,59511.486916, 3.258, 0.010,1m003,coj
MR_2251-178,B,59511.487924, 3.265, 0.010,1m003,coj
MR_2251-178,B,59511.487924, 3.269, 0.010,1m003,coj
MR_2251-178,B,59511.837229, 3.320, 0.014,1m012,cpt
MR_2251-178,B,59511.837229, 3.315, 0.014,1m012,cpt
MR_2251-178,B,59511.838249, 3.349, 0.014,1m012,cpt
MR_2251-178,B,59511.838249, 3.354, 0.014,1m012,cpt
MR_2251-178,B,59513.573723, 3.188, 0.011,1m011,coj
MR_2251-178,B,59513.573723, 3.183, 0.011,1m011,coj
MR_2251-178,B,59513.574744, 3.196, 0.011,1m011,coj
MR_2251-178,B,59513.574744, 3.198, 0.011,1m011,coj
MR_2251-178,B,59513.924779, 3.286, 0.016,1m013,cpt
MR_2251-178,B,59513.924779, 3.289, 0.016,1m013,cpt
MR_2251-178,B,59513.925776, 3.288, 0.016,1m013,cpt
MR_2251-178,B,59513.925776, 3.291, 0.016,1m013,cpt
MR_2251-178,B,59515.812430, 3.344, 0.011,1m013,tfn
MR_2251-178,B,59515.812430, 3.351, 0.011,1m013,tfn
MR_2251-178,B,59515.813427, 3.321, 0.011,1m013,tfn
MR_2251-178,B,59515.813427, 3.329, 0.011,1m013,tfn
MR_2251-178,B,59516.850921, 3.346, 0.010,1m013,tfn
MR_2251-178,B,59516.850921, 3.343, 0.010,1m013,tfn
MR_2251-178,B,59516.851929, 3.358, 0.010,1m013,tfn
MR_2251-178,B,59516.851929, 3.356, 0.010,1m013,tfn
MR_2251-178,B,59517.823656, 3.290, 0.011,1m001,tfn
MR_2251-178,B,59517.823656, 3.294, 0.011,1m001,tfn
MR_2251-178,B,59517.824676, 3.288, 0.011,1m001,tfn
MR_2251-178,B,59517.824676, 3.289, 0.011,1m001,tfn
MR_2251-178,B,59518.889507, 3.310, 0.015,1m013,cpt
MR_2251-178,B,59518.889507, 3.304, 0.015,1m013,cpt
MR_2251-178,B,59518.890516, 3.319, 0.015,1m013,cpt
MR_2251-178,B,59518.890516, 3.319, 0.015,1m013,cpt
MR_2251-178,B,59519.903473, 3.297, 0.011,1m001,tfn
MR_2251-178,B,59519.903473, 3.295, 0.011,1m001,tfn
MR_2251-178,B,59519.904481, 3.305, 0.011,1m001,tfn
MR_2251-178,B,59519.904481, 3.307, 0.011,1m001,tfn
MR_2251-178,B,59520.882595, 3.445, 0.013,1m010,cpt
MR_2251-178,B,59520.882595, 3.444, 0.013,1m010,cpt
MR_2251-178,B,59520.883603, 3.473, 0.013,1m010,cpt
MR_2251-178,B,59520.883603, 3.475, 0.013,1m010,cpt
MR_2251-178,B,59522.059609, 3.398, 0.010,1m009,lsc
MR_2251-178,B,59522.059609, 3.399, 0.010,1m009,lsc
MR_2251-178,B,59522.060652, 3.370, 0.010,1m009,lsc
MR_2251-178,B,59522.060652, 3.375, 0.010,1m009,lsc
MR_2251-178,B,59522.845525, 3.340, 0.016,1m012,cpt
MR_2251-178,B,59522.845525, 3.343, 0.016,1m012,cpt
MR_2251-178,B,59522.846534, 3.348, 0.015,1m012,cpt
MR_2251-178,B,59522.846534, 3.345, 0.015,1m012,cpt
MR_2251-178,B,59523.772004, 3.395, 0.014,1m012,cpt
MR_2251-178,B,59523.772004, 3.396, 0.014,1m012,cpt
MR_2251-178,B,59523.773013, 3.395, 0.014,1m012,cpt
MR_2251-178,B,59523.773013, 3.394, 0.014,1m012,cpt
MR_2251-178,B,59526.098597, 3.418, 0.012,1m006,elp
MR_2251-178,B,59526.098597, 3.417, 0.012,1m006,elp
MR_2251-178,B,59526.099606, 3.402, 0.012,1m006,elp
MR_2251-178,B,59526.099606, 3.393, 0.012,1m006,elp
MR_2251-178,B,59526.876326, 3.488, 0.011,1m013,tfn
MR_2251-178,B,59526.876326, 3.485, 0.011,1m013,tfn
MR_2251-178,B,59526.877334, 3.522, 0.011,1m013,tfn
MR_2251-178,B,59526.877334, 3.525, 0.011,1m013,tfn
MR_2251-178,B,59528.018010, 3.612, 0.010,1m005,lsc
MR_2251-178,B,59528.018010, 3.608, 0.010,1m005,lsc
MR_2251-178,B,59528.019007, 3.605, 0.010,1m005,lsc
MR_2251-178,B,59528.019007, 3.607, 0.010,1m005,lsc
MR_2251-178,B,59532.514258, 3.431, 0.018,1m003,coj
MR_2251-178,B,59532.514258, 3.428, 0.018,1m003,coj
MR_2251-178,B,59532.515267, 3.459, 0.018,1m003,coj
MR_2251-178,B,59532.515267, 3.456, 0.018,1m003,coj
MR_2251-178,B,59533.094594, 3.457, 0.021,1m008,elp
MR_2251-178,B,59533.094594, 3.466, 0.021,1m008,elp
MR_2251-178,B,59533.095591, 3.477, 0.021,1m008,elp
MR_2251-178,B,59533.095591, 3.476, 0.021,1m008,elp
MR_2251-178,B,59533.791530, 3.601, 0.022,1m013,cpt
MR_2251-178,B,59533.791530, 3.595, 0.022,1m013,cpt
MR_2251-178,B,59533.792538, 3.580, 0.022,1m013,cpt
MR_2251-178,B,59533.792538, 3.580, 0.022,1m013,cpt
MR_2251-178,B,59534.788298, 3.590, 0.021,1m012,cpt
MR_2251-178,B,59534.789307, 3.620, 0.021,1m012,cpt
MR_2251-178,B,59536.465776, 3.472, 0.023,1m003,coj
MR_2251-178,B,59536.466784, 3.431, 0.023,1m003,coj
MR_2251-178,B,59538.845294, 3.567, 0.172,1m010,cpt
MR_2251-178,B,59542.897552, 3.717, 0.127,1m001,tfn
MR_2251-178,B,59543.877873, 3.483, 0.020,1m012,cpt
MR_2251-178,B,59543.878882, 3.418, 0.019,1m012,cpt
MR_2251-178,B,59545.018795, 3.601, 0.013,1m005,lsc
MR_2251-178,B,59545.019804, 3.594, 0.012,1m005,lsc
MR_2251-178,B,59546.036064, 3.615, 0.010,1m005,lsc
MR_2251-178,B,59546.037061, 3.595, 0.009,1m005,lsc
MR_2251-178,B,59547.073415, 3.578, 0.013,1m006,elp
MR_2251-178,B,59547.074412, 3.638, 0.013,1m006,elp
MR_2251-178,B,59548.053154, 3.517, 0.035,1m006,elp
MR_2251-178,B,59548.054162, 3.722, 0.081,1m006,elp
MR_2251-178,B,59549.125436, 3.400, 0.014,1m006,elp
MR_2251-178,B,59549.126433, 3.415, 0.013,1m006,elp
MR_2251-178,B,59550.090686, 3.381, 0.021,1m006,elp
MR_2251-178,B,59550.091694, 3.404, 0.012,1m006,elp
MR_2251-178,B,59550.477277, 3.333, 0.011,1m011,coj
MR_2251-178,B,59550.478286, 3.309, 0.011,1m011,coj
MR_2251-178,B,59554.055752, 3.370, 0.012,1m006,elp
MR_2251-178,B,59554.056761, 3.383, 0.012,1m006,elp
MR_2251-178,B,59555.078079, 3.214, 0.015,1m004,lsc
MR_2251-178,B,59555.079076, 3.261, 0.015,1m004,lsc
MR_2251-178,B,59556.812777, 3.440, 0.012,1m001,tfn
MR_2251-178,B,59556.813787, 3.426, 0.012,1m001,tfn
MR_2251-178,B,59559.795809, 3.393, 0.022,1m012,cpt
MR_2251-178,B,59559.796817, 3.394, 0.023,1m012,cpt
MR_2251-178,B,59560.078218, 3.359, 0.020,1m008,elp
MR_2251-178,B,59560.079215, 3.393, 0.020,1m008,elp
MR_2251-178,B,59561.064839, 3.367, 0.019,1m008,elp
MR_2251-178,B,59561.065836, 3.406, 0.019,1m008,elp
MR_2251-178,B,59562.087612, 3.385, 0.022,1m008,elp
MR_2251-178,B,59562.088621, 3.342, 0.021,1m008,elp
MR_2251-178,B,59563.075784, 3.366, 0.082,1m008,elp
MR_2251-178,B,59563.076792, 3.269, 0.071,1m008,elp
MR_2251-178,B,59564.796332, 3.610, 0.026,1m010,cpt
MR_2251-178,B,59564.797329, 3.636, 0.027,1m010,cpt
MR_2251-178,B,59565.851419, 3.480, 0.018,1m001,tfn
MR_2251-178,B,59565.852428, 3.519, 0.018,1m001,tfn
MR_2251-178,B,59567.044018, 3.344, 0.023,1m004,lsc
MR_2251-178,B,59567.045027, 3.286, 0.022,1m004,lsc
MR_2251-178,B,59568.045600, 3.544, 0.014,1m005,lsc
MR_2251-178,B,59568.046608, 3.552, 0.015,1m005,lsc
MR_2251-178,B,59569.042471, 3.302, 0.016,1m004,lsc
MR_2251-178,B,59569.043468, 3.251, 0.015,1m004,lsc
MR_2251-178,B,59570.050463, 3.288, 0.015,1m004,lsc
MR_2251-178,B,59570.051449, 3.268, 0.015,1m004,lsc
MR_2251-178,B,59571.042799, 3.549, 0.011,1m005,lsc
MR_2251-178,B,59571.043808, 3.524, 0.011,1m005,lsc
MR_2251-178,B,59572.059156, 3.403, 0.015,1m006,elp
MR_2251-178,B,59572.060177, 3.381, 0.015,1m006,elp
MR_2251-178,B,59573.047655, 3.502, 0.011,1m005,lsc
MR_2251-178,B,59573.048663, 3.506, 0.011,1m005,lsc
MR_2251-178,B,59574.047469, 3.375, 0.016,1m006,elp
MR_2251-178,B,59574.048465, 3.409, 0.016,1m006,elp
MR_2251-178,B,59575.058532, 3.377, 0.015,1m006,elp
MR_2251-178,B,59575.059540, 3.410, 0.015,1m006,elp
MR_2251-178,B,59577.426005, 3.277, 0.020,1m011,coj
MR_2251-178,B,59577.427002, 3.264, 0.019,1m011,coj
MR_2251-178,B,59578.049311, 3.327, 0.016,1m008,elp
MR_2251-178,B,59578.050319, 3.354, 0.016,1m008,elp
MR_2251-178,B,59578.813156, 3.393, 0.012,1m001,tfn
MR_2251-178,B,59578.814165, 3.389, 0.012,1m001,tfn
MR_2251-178,B,59579.813172, 3.390, 0.012,1m001,tfn
MR_2251-178,B,59579.814204, 3.385, 0.012,1m001,tfn
